name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
HD 9446 b,164,0.7 Jupiters,8.35,2009
HD 9446 c,164,1.82 Jupiters,8.35,2009
HD 94834 b,320,1.26 Jupiters,7.6,2018
HD 95086 b,281,5 Jupiters,7.36,2013
HD 95089 b,447,1.26 Jupiters,7.92,2009
HD 95089 c,447,3.45 Jupiters,7.92,2018
HD 95127 b,2207,10.63 Jupiters,8.15,2015
HD 95338 b,121,0.13353 Jupiters,8.62,2020
HD 8673 b,124,14.2 Jupiters,6.331,2009
HD 86950 b,684,3.6 Jupiters,7.47,2016
HD 87646 b,240,12.4 Jupiters,8.07,2016
HD 87883 b,60,1.54 Jupiters,7.56,2009
HD 88133 b,240,1.02 Jupiters,8.01852,2004
HD 89307 b,104,2.11 Jupiters,7.02569,2009
HD 89345 b,432,34.9613 Earths,9.38,2018
HD 89744 b,126,8.35 Jupiters,5.73469,1999
HD 90156 b,72,17.98 Earths,6.92,2009
HD 9174 b,266,1.11 Jupiters,8.4,2016
HD 92788 b,113,3.76 Jupiters,7.31637,2000
HD 92788 c,113,3.67 Jupiters,7.31637,2019
HD 92987 b,142,16.88 Jupiters,7.03,2019
HD 93083 b,93,0.37 Jupiters,8.3,2005
HD 93385 b,141,4.2 Earths,7.49,2021
HD 93385 c,141,7.1 Earths,7.49,2021
HD 93385 d,141,8.7 Earths,7.49,2021
HD 9446 b,164,0.7 Jupiters,8.35,2009
HD 9446 c,164,1.82 Jupiters,8.35,2009
HD 94834 b,320,1.26 Jupiters,7.6,2018
HD 95086 b,281,5 Jupiters,7.36,2013
HD 95089 b,447,1.26 Jupiters,7.92,2009
HD 95089 c,447,3.45 Jupiters,7.92,2018
HD 95127 b,2207,10.63 Jupiters,8.15,2015
HD 95338 b,121,0.13353 Jupiters,8.62,2020
HD 8673 b,124,14.2 Jupiters,6.331,2009
HD 86950 b,684,3.6 Jupiters,7.47,2016
HD 87646 b,240,12.4 Jupiters,8.07,2016
HD 87883 b,60,1.54 Jupiters,7.56,2009
HD 88133 b,240,1.02 Jupiters,8.01852,2004
HD 89307 b,104,2.11 Jupiters,7.02569,2009
HD 89345 b,432,34.9613 Earths,9.38,2018
HD 89744 b,126,8.35 Jupiters,5.73469,1999
HD 90156 b,72,17.98 Earths,6.92,2009
HD 9174 b,266,1.11 Jupiters,8.4,2016
HD 92788 b,113,3.76 Jupiters,7.31637,2000
HD 92788 c,113,3.67 Jupiters,7.31637,2019
HD 92987 b,142,16.88 Jupiters,7.03,2019
HD 93083 b,93,0.37 Jupiters,8.3,2005
HD 93385 b,141,4.2 Earths,7.49,2021
HD 93385 c,141,7.1 Earths,7.49,2021
HD 93385 d,141,8.7 Earths,7.49,2021
HD 9446 b,164,0.7 Jupiters,8.35,2009
HD 9446 c,164,1.82 Jupiters,8.35,2009
HD 94834 b,320,1.26 Jupiters,7.6,2018
HD 95086 b,281,5 Jupiters,7.36,2013
HD 95089 b,447,1.26 Jupiters,7.92,2009
HD 95089 c,447,3.45 Jupiters,7.92,2018
HD 95127 b,2207,10.63 Jupiters,8.15,2015
HD 95338 b,121,0.13353 Jupiters,8.62,2020
HD 8673 b,124,14.2 Jupiters,6.331,2009
HD 86950 b,684,3.6 Jupiters,7.47,2016
HD 87646 b,240,12.4 Jupiters,8.07,2016
HD 87883 b,60,1.54 Jupiters,7.56,2009
HD 88133 b,240,1.02 Jupiters,8.01852,2004
HD 89307 b,104,2.11 Jupiters,7.02569,2009
HD 89345 b,432,34.9613 Earths,9.38,2018
HD 89744 b,126,8.35 Jupiters,5.73469,1999
HD 90156 b,72,17.98 Earths,6.92,2009
HD 9174 b,266,1.11 Jupiters,8.4,2016
HD 92788 b,113,3.76 Jupiters,7.31637,2000
HD 92788 c,113,3.67 Jupiters,7.31637,2019
HD 92987 b,142,16.88 Jupiters,7.03,2019
HD 93083 b,93,0.37 Jupiters,8.3,2005
HD 93385 b,141,4.2 Earths,7.49,2021
HD 93385 c,141,7.1 Earths,7.49,2021
HD 93385 d,141,8.7 Earths,7.49,2021
HD 9446 b,164,0.7 Jupiters,8.35,2009
HD 9446 c,164,1.82 Jupiters,8.35,2009
HD 94834 b,320,1.26 Jupiters,7.6,2018
HD 95086 b,281,5 Jupiters,7.36,2013
HD 95089 b,447,1.26 Jupiters,7.92,2009
HD 95089 c,447,3.45 Jupiters,7.92,2018
HD 95127 b,2207,10.63 Jupiters,8.15,2015
HD 95338 b,121,0.13353 Jupiters,8.62,2020
HD 8673 b,124,14.2 Jupiters,6.331,2009
HD 86950 b,684,3.6 Jupiters,7.47,2016
HD 87646 b,240,12.4 Jupiters,8.07,2016
HD 87883 b,60,1.54 Jupiters,7.56,2009
HD 88133 b,240,1.02 Jupiters,8.01852,2004
HD 89307 b,104,2.11 Jupiters,7.02569,2009
HD 89345 b,432,34.9613 Earths,9.38,2018
HD 89744 b,126,8.35 Jupiters,5.73469,1999
HD 90156 b,72,17.98 Earths,6.92,2009
HD 9174 b,266,1.11 Jupiters,8.4,2016
HD 92788 b,113,3.76 Jupiters,7.31637,2000
HD 92788 c,113,3.67 Jupiters,7.31637,2019
HD 92987 b,142,16.88 Jupiters,7.03,2019
HD 93083 b,93,0.37 Jupiters,8.3,2005
HD 93385 b,141,4.2 Earths,7.49,2021
HD 93385 c,141,7.1 Earths,7.49,2021
HD 93385 d,141,8.7 Earths,7.49,2021
HD 9446 b,164,0.7 Jupiters,8.35,2009
HD 9446 c,164,1.82 Jupiters,8.35,2009
HD 94834 b,320,1.26 Jupiters,7.6,2018
HD 95086 b,281,5 Jupiters,7.36,2013
HD 95089 b,447,1.26 Jupiters,7.92,2009
HD 95089 c,447,3.45 Jupiters,7.92,2018
HD 95127 b,2207,10.63 Jupiters,8.15,2015
HD 95338 b,121,0.13353 Jupiters,8.62,2020
HD 8673 b,124,14.2 Jupiters,6.331,2009
HD 86950 b,684,3.6 Jupiters,7.47,2016
HD 87646 b,240,12.4 Jupiters,8.07,2016
HD 87883 b,60,1.54 Jupiters,7.56,2009
HD 88133 b,240,1.02 Jupiters,8.01852,2004
HD 89307 b,104,2.11 Jupiters,7.02569,2009
HD 89345 b,432,34.9613 Earths,9.38,2018
HD 89744 b,126,8.35 Jupiters,5.73469,1999
HD 90156 b,72,17.98 Earths,6.92,2009
HD 9174 b,266,1.11 Jupiters,8.4,2016
HD 92788 b,113,3.76 Jupiters,7.31637,2000
HD 92788 c,113,3.67 Jupiters,7.31637,2019
HD 92987 b,142,16.88 Jupiters,7.03,2019
HD 93083 b,93,0.37 Jupiters,8.3,2005
HD 93385 b,141,4.2 Earths,7.49,2021
HD 93385 c,141,7.1 Earths,7.49,2021
HD 93385 d,141,8.7 Earths,7.49,2021
HD 9446 b,164,0.7 Jupiters,8.35,2009
HD 9446 c,164,1.82 Jupiters,8.35,2009
HD 94834 b,320,1.26 Jupiters,7.6,2018
HD 95086 b,281,5 Jupiters,7.36,2013
HD 95089 b,447,1.26 Jupiters,7.92,2009
HD 95089 c,447,3.45 Jupiters,7.92,2018
HD 95127 b,2207,10.63 Jupiters,8.15,2015
HD 95338 b,121,0.13353 Jupiters,8.62,2020
HD 95544 b,286,6.84 Jupiters,8.39,2021
HD 95735 c,19,18.05265 Earths,7.49,2021
HD 95872 b,236,3.74 Jupiters,9.955,2015
HD 96063 b,457,1.27 Jupiters,8.21,2011
HD 96127 b,1917,20.96 Jupiters,7.40521,2011
HD 96167 b,278,0.717 Jupiters,8.09,2009
HD 96700 b,83,8.9 Earths,6.51,2021
HD 96700 c,83,3.5 Earths,6.51,2021
HD 96700 d,83,12.7 Earths,6.51,2021
HD 96992 b,1292,1.14 Jupiters,8.57,2021
HD 97048 b,600,2.5 Jupiters,8.44,2019
HD 97658 b,70,8.3 Earths,7.76,2010
HD 98219 b,371,1.964 Jupiters,8.05,2011
HD 98649 b,138,6.79 Jupiters,8,2012
HD 98736 b,106,2.33 Jupiters,7.93,2018
HD 99109 b,179,0.44 Jupiters,9.1,2005
HD 99283 b,362,0.97 Jupiters,5.72916,2021
HD 99492 b,59,22.2481 Earths,7.56727,2004
HD 99706 b,478,1.23 Jupiters,7.65,2011
HD 99706 c,478,5.69 Jupiters,7.65,2018
HIP 105854 b,257,8.2 Jupiters,5.64,2014
HIP 107772 b,77,12.9 Earths,10.56,2020
HIP 107773 b,343,1.98 Jupiters,5.62,2015
HIP 109384 b,192,1.56 Jupiters,9.61,2016
HIP 109600 b,216,2.68 Jupiters,9.18,2016
HD 95544 b,286,6.84 Jupiters,8.39,2021
HD 95735 c,19,18.05265 Earths,7.49,2021
HD 95872 b,236,3.74 Jupiters,9.955,2015
HD 96063 b,457,1.27 Jupiters,8.21,2011
HD 96127 b,1917,20.96 Jupiters,7.40521,2011
HD 96167 b,278,0.717 Jupiters,8.09,2009
HD 96700 b,83,8.9 Earths,6.51,2021
HD 96700 c,83,3.5 Earths,6.51,2021
HD 96700 d,83,12.7 Earths,6.51,2021
HD 96992 b,1292,1.14 Jupiters,8.57,2021
HD 97048 b,600,2.5 Jupiters,8.44,2019
HD 97658 b,70,8.3 Earths,7.76,2010
HD 98219 b,371,1.964 Jupiters,8.05,2011
HD 98649 b,138,6.79 Jupiters,8,2012
HD 98736 b,106,2.33 Jupiters,7.93,2018
HD 99109 b,179,0.44 Jupiters,9.1,2005
HD 99283 b,362,0.97 Jupiters,5.72916,2021
HD 99492 b,59,22.2481 Earths,7.56727,2004
HD 99706 b,478,1.23 Jupiters,7.65,2011
HD 99706 c,478,5.69 Jupiters,7.65,2018
HIP 105854 b,257,8.2 Jupiters,5.64,2014
HIP 107772 b,77,12.9 Earths,10.56,2020
HIP 107773 b,343,1.98 Jupiters,5.62,2015
HIP 109384 b,192,1.56 Jupiters,9.61,2016
HIP 109600 b,216,2.68 Jupiters,9.18,2016
HD 95544 b,286,6.84 Jupiters,8.39,2021
HD 95735 c,19,18.05265 Earths,7.49,2021
HD 95872 b,236,3.74 Jupiters,9.955,2015
HD 96063 b,457,1.27 Jupiters,8.21,2011
HD 96127 b,1917,20.96 Jupiters,7.40521,2011
HD 96167 b,278,0.717 Jupiters,8.09,2009
HD 96700 b,83,8.9 Earths,6.51,2021
HD 96700 c,83,3.5 Earths,6.51,2021
HD 96700 d,83,12.7 Earths,6.51,2021
HD 96992 b,1292,1.14 Jupiters,8.57,2021
HD 97048 b,600,2.5 Jupiters,8.44,2019
HD 97658 b,70,8.3 Earths,7.76,2010
HD 98219 b,371,1.964 Jupiters,8.05,2011
HD 98649 b,138,6.79 Jupiters,8,2012
HD 98736 b,106,2.33 Jupiters,7.93,2018
HD 99109 b,179,0.44 Jupiters,9.1,2005
HD 99283 b,362,0.97 Jupiters,5.72916,2021
HD 99492 b,59,22.2481 Earths,7.56727,2004
HD 99706 b,478,1.23 Jupiters,7.65,2011
HD 99706 c,478,5.69 Jupiters,7.65,2018
HIP 105854 b,257,8.2 Jupiters,5.64,2014
HIP 107772 b,77,12.9 Earths,10.56,2020
HIP 107773 b,343,1.98 Jupiters,5.62,2015
HIP 109384 b,192,1.56 Jupiters,9.61,2016
HIP 109600 b,216,2.68 Jupiters,9.18,2016
HIP 114933 b,332,1.94 Jupiters,7.25,2021
HIP 116454 b,204,12.7132 Earths,10.19,2014
HIP 12961 b,76,0.36 Jupiters,10.25,2010
HIP 14810 b,165,3.9 Jupiters,8.520001,2005
HIP 14810 c,165,1.31 Jupiters,8.520001,2006
HIP 14810 d,165,0.59 Jupiters,8.520001,2009
HIP 34222 b,74,0.83 Jupiters,10.14,2021
HIP 35173 b,108,12.7 Earths,9.01,2019
HIP 38594 b,58,8.1 Earths,9.75,2020
HIP 38594 c,58,0.15228 Jupiters,9.75,2020
HIP 41378 b,347,8.75 Earths,8.93,2016
HIP 41378 c,347,7.08 Earths,8.93,2016
HIP 41378 d,347,14.9 Earths,8.93,2016
HIP 41378 e,347,26 Earths,8.93,2016
HIP 41378 f,347,0.233 Jupiters,8.93,2016
HIP 4845 b,69,14.4 Earths,10.06,2020
HIP 48714 b,34,22.9 Earths,8.99,2020
HIP 5158 b,168,1.42 Jupiters,10.16,2009
HIP 5158 c,168,15.04 Jupiters,10.16,2011
HIP 54373 b,61,8.62 Earths,10.38,2019
HIP 54373 c,61,12.44 Earths,10.38,2019
HIP 56640 b,399,3.67 Jupiters,7.94,2021
HIP 57274 b,84,6.3566 Earths,8.97,2011
HIP 57274 c,84,0.40902 Jupiters,8.97,2011
HIP 57274 d,84,0.5267 Jupiters,8.97,2011
HIP 97233 b,334,20 Jupiters,7.34,2014
HN Pegasi b,59,21.9987 Jupiters,5.97707,2006
HR 2562 b,111,30 Jupiters,6.11,2016
HR 5183 b,103,3.23 Jupiters,6.33432,2019
HR 810 b,56,2.27 Jupiters,5.4,1999
HR 858 b,104,5 Earths,6.38,2019
HR 858 c,104,4.42 Earths,6.38,2019
HR 858 d,104,5.32 Earths,6.38,2019
HR 8799 b,135,7 Jupiters,5.98,2008
HR 8799 c,135,10 Jupiters,5.98,2008
HR 8799 d,135,10 Jupiters,5.98,2008
HR 8799 e,135,10 Jupiters,5.98,2010
HU Aquarii AB b,627,5.9 Jupiters,16.183,2011
HU Aquarii AB c,627,4.5 Jupiters,16.183,2011
HW Virginis b,560,14.48228 Jupiters,10.5,2012
IC 4651 9122 b,2803,6.3 Jupiters,10.909,2018
Iota Draconis b,102,8.82 Jupiters,3.29668,2002
K2-100 b,616,21.8 Earths,10.651,2016
K2-101 b,614,4.66 Earths,12.892,2016
K2-102 b,614,2.24 Earths,13.083,2016
K2-104 b,617,3.86 Earths,15.989,2016
K2-105 b,646,30 Earths,11.752,2017
K2-107 b,2235,0.84 Jupiters,13.012,2017
K2-108 b,1557,0.18689 Jupiters,12.339,2017
K2-10 b,888,27 Earths,12.429,2015
HIP 5763 b,104,0.51 Jupiters,9.82,2021
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65891 b,490,6 Jupiters,6.75,2015
HIP 65 A b,202,3.213 Jupiters,11,2020
HIP 67522 b,415,0.228 Jupiters,9.79,2020
HIP 67537 b,379,11.1 Jupiters,6.43,2017
HIP 67851 b,209,1.38 Jupiters,6.17,2015
HIP 67851 c,209,6.3 Jupiters,6.17,2015
HIP 70849 b,78,9 Jupiters,10.421,2009
HIP 71135 b,105,18.8 Earths,10.53,2019
HIP 74890 b,257,2.4 Jupiters,7.05,2016
HIP 75056 A b,408,25 Jupiters,7.78,2021
HIP 75092 b,266,1.79 Jupiters,7.11,2021
HIP 78530 b,446,23 Jupiters,7.1691,2010
HIP 79098 AB b,476,20.5 Jupiters,5.86,2019
HIP 79431 b,47,2.1 Jupiters,11.394,2009
HIP 8541 b,506,5.5 Jupiters,7.88,2016
HIP 86221 b,96,0.71 Jupiters,9.25,2021
HIP 90988 b,307,1.96 Jupiters,7.75,2021
HIP 91258 b,150,1.09 Jupiters,8.65,2013
HIP 97166 b,215,20 Earths,9.92,2021
HIP 97166 c,215,9.9 Earths,9.92,2021
HIP 97233 b,334,20 Jupiters,7.34,2014
HN Pegasi b,59,21.9987 Jupiters,5.97707,2006
HR 2562 b,111,30 Jupiters,6.11,2016
HR 5183 b,103,3.23 Jupiters,6.33432,2019
HR 810 b,56,2.27 Jupiters,5.4,1999
HR 858 b,104,5 Earths,6.38,2019
HR 858 c,104,4.42 Earths,6.38,2019
HR 858 d,104,5.32 Earths,6.38,2019
HR 8799 b,135,7 Jupiters,5.98,2008
HR 8799 c,135,10 Jupiters,5.98,2008
HR 8799 d,135,10 Jupiters,5.98,2008
HR 8799 e,135,10 Jupiters,5.98,2010
HU Aquarii AB b,627,5.9 Jupiters,16.183,2011
HU Aquarii AB c,627,4.5 Jupiters,16.183,2011
HW Virginis b,560,14.48228 Jupiters,10.5,2012
IC 4651 9122 b,2803,6.3 Jupiters,10.909,2018
Iota Draconis b,102,8.82 Jupiters,3.29668,2002
K2-100 b,616,21.8 Earths,10.651,2016
K2-101 b,614,4.66 Earths,12.892,2016
K2-102 b,614,2.24 Earths,13.083,2016
K2-104 b,617,3.86 Earths,15.989,2016
K2-105 b,646,30 Earths,11.752,2017
K2-107 b,2235,0.84 Jupiters,13.012,2017
K2-108 b,1557,0.18689 Jupiters,12.339,2017
K2-10 b,888,27 Earths,12.429,2015
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-167 b,264,5.75 Earths,8.24,2018
K2-168 b,796,4.12 Earths,12.365,2018
K2-169 b,769,2.16 Earths,12.23,2018
K2-16 b,1093,4.74 Earths,14.668,2015
K2-16 c,1093,6.99 Earths,14.668,2015
K2-170 b,1282,2.6 Earths,12.668,2018
K2-170 c,1282,3.9 Earths,12.668,2018
K2-171 b,1977,7.69 Earths,12.745,2018
K2-172 b,815,3.42 Earths,12.5,2018
K2-172 c,815,10.4 Earths,12.5,2018
K2-173 b,746,3.22 Earths,12.523,2018
K2-174 b,326,7.27 Earths,12.456,2018
K2-175 b,807,4.81 Earths,10.836,2018
K2-176 b,807,2.83 Earths,12.909,2018
K2-177 b,1605,5.13 Earths,12.681,2018
K2-178 b,701,12.4 Earths,12.382,2018
K2-179 b,622,6.86 Earths,12.939,2018
K2-17 b,408,5.6 Earths,13.411,2015
K2-180 b,665,11.44182 Earths,12.557,2018
K2-181 b,1177,8.45 Earths,12.669,2018
K2-182 b,505,20 Earths,11.833,2018
K2-183 b,1073,1.37 Earths,12.867,2018
K2-183 c,1073,5.9 Earths,12.867,2018
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-167 b,264,5.75 Earths,8.24,2018
K2-168 b,796,4.12 Earths,12.365,2018
K2-169 b,769,2.16 Earths,12.23,2018
K2-16 b,1093,4.74 Earths,14.668,2015
K2-16 c,1093,6.99 Earths,14.668,2015
K2-170 b,1282,2.6 Earths,12.668,2018
K2-170 c,1282,3.9 Earths,12.668,2018
K2-171 b,1977,7.69 Earths,12.745,2018
K2-172 b,815,3.42 Earths,12.5,2018
K2-172 c,815,10.4 Earths,12.5,2018
K2-173 b,746,3.22 Earths,12.523,2018
K2-174 b,326,7.27 Earths,12.456,2018
K2-175 b,807,4.81 Earths,10.836,2018
K2-176 b,807,2.83 Earths,12.909,2018
K2-177 b,1605,5.13 Earths,12.681,2018
K2-178 b,701,12.4 Earths,12.382,2018
K2-179 b,622,6.86 Earths,12.939,2018
K2-17 b,408,5.6 Earths,13.411,2015
K2-180 b,665,11.44182 Earths,12.557,2018
K2-181 b,1177,8.45 Earths,12.669,2018
K2-182 b,505,20 Earths,11.833,2018
K2-183 b,1073,1.37 Earths,12.867,2018
K2-183 c,1073,5.9 Earths,12.867,2018
K2-198 b,361,16.3 Earths,10.971,2018
K2-198 c,361,2.61 Earths,10.971,2019
K2-198 d,361,6.52 Earths,10.971,2019
K2-199 b,351,6.9 Earths,12.358,2018
K2-199 c,351,12.4 Earths,12.358,2018
K2-19 b,945,32.4 Earths,13.024,2015
K2-19 c,945,10.8 Earths,13.024,2015
K2-19 d,945,10 Earths,13.024,2016
K2-200 b,601,2.43 Earths,12.428,2018
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-202 b,980,5.91 Earths,13.354,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
K2-206 b,797,8.22 Earths,13.084,2018
K2-207 b,1184,7.3 Earths,13.175,2018
K2-208 b,838,3.46 Earths,12.577,2018
K2-209 b,250,0.586 Earths,11.061,2018
K2-210 b,576,0.566 Earths,11.535,2018
K2-211 b,888,2.24 Earths,13.1547,2018
K2-212 b,356,6.9 Earths,12.977,2018
K2-213 b,1271,2.9 Earths,11.803,2018
K2-214 b,981,6.48 Earths,11.806,2018
K2-215 b,1318,5.16 Earths,12.99,2018
K2-198 b,361,16.3 Earths,10.971,2018
K2-198 c,361,2.61 Earths,10.971,2019
K2-198 d,361,6.52 Earths,10.971,2019
K2-199 b,351,6.9 Earths,12.358,2018
K2-199 c,351,12.4 Earths,12.358,2018
K2-19 b,945,32.4 Earths,13.024,2015
K2-19 c,945,10.8 Earths,13.024,2015
K2-19 d,945,10 Earths,13.024,2016
K2-200 b,601,2.43 Earths,12.428,2018
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-202 b,980,5.91 Earths,13.354,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
K2-206 b,797,8.22 Earths,13.084,2018
K2-207 b,1184,7.3 Earths,13.175,2018
K2-208 b,838,3.46 Earths,12.577,2018
K2-209 b,250,0.586 Earths,11.061,2018
K2-210 b,576,0.566 Earths,11.535,2018
K2-211 b,888,2.24 Earths,13.1547,2018
K2-212 b,356,6.9 Earths,12.977,2018
K2-213 b,1271,2.9 Earths,11.803,2018
K2-214 b,981,6.48 Earths,11.806,2018
K2-215 b,1318,5.16 Earths,12.99,2018
K2-233 b,220,11.26 Earths,10.883,2018
K2-233 c,220,12.81 Earths,10.883,2018
K2-233 d,220,21.14 Earths,10.883,2018
K2-237 b,1028,1.363 Jupiters,11.602,2018
K2-238 b,1755,0.86 Jupiters,13.973,2018
K2-239 b,101,1.37 Earths,14.632,2018
K2-239 c,101,0.972 Earths,14.632,2018
K2-239 d,101,1.37 Earths,14.632,2018
K2-240 b,238,4.66 Earths,13.372,2018
K2-240 c,238,3.89 Earths,13.372,2018
K2-241 b,488,7.04 Earths,11.97,2018
K2-242 b,356,6.99 Earths,16.414,2018
K2-243 b,871,5.35 Earths,10.971,2018
K2-243 c,871,4.7 Earths,10.971,2018
K2-244 b,694,3.71 Earths,11.78,2018
K2-245 b,1488,17.4 Earths,12.755,2018
K2-246 b,2295,12 Earths,14.792,2018
K2-247 b,842,5.14 Earths,14.857,2018
K2-247 c,842,5.43 Earths,14.857,2018
K2-248 b,1325,7.13 Earths,13.497,2018
K2-249 b,1702,8.2 Earths,12.646,2018
K2-24 b,556,19 Earths,11.275,2016
K2-24 c,556,15.4 Earths,11.275,2016
K2-250 b,1353,6.53 Earths,14.314,2018
K2-251 b,480,6.12 Earths,15.66,2018
K2-233 b,220,11.26 Earths,10.883,2018
K2-233 c,220,12.81 Earths,10.883,2018
K2-233 d,220,21.14 Earths,10.883,2018
K2-237 b,1028,1.363 Jupiters,11.602,2018
K2-238 b,1755,0.86 Jupiters,13.973,2018
K2-239 b,101,1.37 Earths,14.632,2018
K2-239 c,101,0.972 Earths,14.632,2018
K2-239 d,101,1.37 Earths,14.632,2018
K2-240 b,238,4.66 Earths,13.372,2018
K2-240 c,238,3.89 Earths,13.372,2018
K2-241 b,488,7.04 Earths,11.97,2018
K2-242 b,356,6.99 Earths,16.414,2018
K2-243 b,871,5.35 Earths,10.971,2018
K2-243 c,871,4.7 Earths,10.971,2018
K2-244 b,694,3.71 Earths,11.78,2018
K2-245 b,1488,17.4 Earths,12.755,2018
K2-246 b,2295,12 Earths,14.792,2018
K2-247 b,842,5.14 Earths,14.857,2018
K2-247 c,842,5.43 Earths,14.857,2018
K2-248 b,1325,7.13 Earths,13.497,2018
K2-249 b,1702,8.2 Earths,12.646,2018
K2-24 b,556,19 Earths,11.275,2016
K2-24 c,556,15.4 Earths,11.275,2016
K2-250 b,1353,6.53 Earths,14.314,2018
K2-251 b,480,6.12 Earths,15.66,2018
K2-233 b,220,11.26 Earths,10.883,2018
K2-233 c,220,12.81 Earths,10.883,2018
K2-233 d,220,21.14 Earths,10.883,2018
K2-237 b,1028,1.363 Jupiters,11.602,2018
K2-238 b,1755,0.86 Jupiters,13.973,2018
K2-239 b,101,1.37 Earths,14.632,2018
K2-239 c,101,0.972 Earths,14.632,2018
K2-239 d,101,1.37 Earths,14.632,2018
K2-240 b,238,4.66 Earths,13.372,2018
K2-240 c,238,3.89 Earths,13.372,2018
K2-241 b,488,7.04 Earths,11.97,2018
K2-242 b,356,6.99 Earths,16.414,2018
K2-243 b,871,5.35 Earths,10.971,2018
K2-243 c,871,4.7 Earths,10.971,2018
K2-244 b,694,3.71 Earths,11.78,2018
K2-245 b,1488,17.4 Earths,12.755,2018
K2-246 b,2295,12 Earths,14.792,2018
K2-247 b,842,5.14 Earths,14.857,2018
K2-247 c,842,5.43 Earths,14.857,2018
K2-248 b,1325,7.13 Earths,13.497,2018
K2-249 b,1702,8.2 Earths,12.646,2018
K2-24 b,556,19 Earths,11.275,2016
K2-24 c,556,15.4 Earths,11.275,2016
K2-250 b,1353,6.53 Earths,14.314,2018
K2-251 b,480,6.12 Earths,15.66,2018
K2-233 b,220,11.26 Earths,10.883,2018
K2-233 c,220,12.81 Earths,10.883,2018
K2-233 d,220,21.14 Earths,10.883,2018
K2-237 b,1028,1.363 Jupiters,11.602,2018
K2-238 b,1755,0.86 Jupiters,13.973,2018
K2-239 b,101,1.37 Earths,14.632,2018
K2-239 c,101,0.972 Earths,14.632,2018
K2-239 d,101,1.37 Earths,14.632,2018
K2-240 b,238,4.66 Earths,13.372,2018
K2-240 c,238,3.89 Earths,13.372,2018
K2-241 b,488,7.04 Earths,11.97,2018
K2-242 b,356,6.99 Earths,16.414,2018
K2-243 b,871,5.35 Earths,10.971,2018
K2-243 c,871,4.7 Earths,10.971,2018
K2-244 b,694,3.71 Earths,11.78,2018
K2-245 b,1488,17.4 Earths,12.755,2018
K2-246 b,2295,12 Earths,14.792,2018
K2-247 b,842,5.14 Earths,14.857,2018
K2-247 c,842,5.43 Earths,14.857,2018
K2-248 b,1325,7.13 Earths,13.497,2018
K2-249 b,1702,8.2 Earths,12.646,2018
K2-24 b,556,19 Earths,11.275,2016
K2-24 c,556,15.4 Earths,11.275,2016
K2-250 b,1353,6.53 Earths,14.314,2018
K2-251 b,480,6.12 Earths,15.66,2018
K2-233 b,220,11.26 Earths,10.883,2018
K2-233 c,220,12.81 Earths,10.883,2018
K2-233 d,220,21.14 Earths,10.883,2018
K2-237 b,1028,1.363 Jupiters,11.602,2018
K2-238 b,1755,0.86 Jupiters,13.973,2018
K2-239 b,101,1.37 Earths,14.632,2018
K2-239 c,101,0.972 Earths,14.632,2018
K2-239 d,101,1.37 Earths,14.632,2018
K2-240 b,238,4.66 Earths,13.372,2018
K2-240 c,238,3.89 Earths,13.372,2018
K2-241 b,488,7.04 Earths,11.97,2018
K2-242 b,356,6.99 Earths,16.414,2018
K2-243 b,871,5.35 Earths,10.971,2018
K2-243 c,871,4.7 Earths,10.971,2018
K2-244 b,694,3.71 Earths,11.78,2018
K2-245 b,1488,17.4 Earths,12.755,2018
K2-246 b,2295,12 Earths,14.792,2018
K2-247 b,842,5.14 Earths,14.857,2018
K2-247 c,842,5.43 Earths,14.857,2018
K2-248 b,1325,7.13 Earths,13.497,2018
K2-249 b,1702,8.2 Earths,12.646,2018
K2-24 b,556,19 Earths,11.275,2016
K2-24 c,556,15.4 Earths,11.275,2016
K2-250 b,1353,6.53 Earths,14.314,2018
K2-251 b,480,6.12 Earths,15.66,2018
K2-233 b,220,11.26 Earths,10.883,2018
K2-233 c,220,12.81 Earths,10.883,2018
K2-233 d,220,21.14 Earths,10.883,2018
K2-237 b,1028,1.363 Jupiters,11.602,2018
K2-238 b,1755,0.86 Jupiters,13.973,2018
K2-239 b,101,1.37 Earths,14.632,2018
K2-239 c,101,0.972 Earths,14.632,2018
K2-239 d,101,1.37 Earths,14.632,2018
K2-240 b,238,4.66 Earths,13.372,2018
K2-240 c,238,3.89 Earths,13.372,2018
